Name,Phone,Email,Category,Area,Source
"Dr. Modi's Dental Clinic","9424112345","","Dental Clinic","Ajwa Road","gemini-ai"
"Shubh Labh Jewellers","9825049494","","Jewellers & Jewellery","Chhani","gemini-ai"
"Panigate Recreation Center","","panigaterecreation@email.com","Sports & Recreation","Panigate","gemini-ai"
"Cafe Fitoor","6352132712","","Restaurant & Cafe","Vadiwadi","zomato-research"
"Finca Restro-Cafe","9081111402","","Restaurant & Cafe","Sevasi","zomato-research"
"Bento B","7574821077","","Restaurant & Cafe","Alembic City","zomato"
"Yoga & Meditation by Dr. Seema","","drseemayoga@gmail.com","Yoga & Wellness","Alkapuri","gemini-ai"
"Divine Skin & Hair Clinic","","divineskinclinic@gmail.com","Beauty Clinic","Alkapuri","gemini-ai"
"Nidan Diagnostic Center","","nidanlab@gmail.com","Diagnostic Center","Akota","gemini-ai"
"Dr. Lal PathLabs","","crm@lalpathlabs.com","Diagnostic Center","Makarpura","gemini-ai"
"Fit & Fine Gym","","fitandfinegym@gmail.com","Gym & Fitness","Harni","gemini-ai"
"Flex Fitness Studio","","flexfitnessstudio@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Elite Fitness Zone","","elitefitnesszone@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Aerobics & Dance Studio Chhani","","aerobicsdance.chhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Dynamic Fitness Studio","","dynamicfitness.chhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Shreeji Physiotherapy Clinic","","shreejihospitalnandesari@gmail.com","Medical Clinic","Nandesari","gemini-ai"
"Om Jewellers","9979090909","","Jewellers & Jewellery","New Alkapuri","gemini-ai"
"Jalaram Jewellers","9712020202","","Jewellers & Jewellery","New Alkapuri","gemini-ai"
"Elegance Beauty Parlour","9723012345","","Salon & Spa","Karelibaug","gemini-ai"
"Mirror Mirror Salon","7567098765","","Salon & Spa","Karelibaug","gemini-ai"
"Perfect Car Service","9825812345","","Auto Repair","Manjalpur","gemini-ai"
"Vardhman Car Care","9727112345","","Auto Repair","Manjalpur","gemini-ai"
"Tata Car Service (Independent)","9825113000","","Auto Repair","Sama","gemini-ai"
"Denting Painting Workshop Sama","9825117000","","Auto Repair","Sama","gemini-ai"
"Dr. Vivek Shah's Advanced Pain Management","9825010203","","Physiotherapy","Akota","gemini-ai"
"Dr. Pooja Patel's Neuro Physiotherapy","9825020304","","Physiotherapy","Akota","gemini-ai"
"The Physio Hub","9825040506","","Physiotherapy","Akota","gemini-ai"
"Prime Diagnostics","9327012351","","Diagnostic Center","Race Course","gemini-ai"
"Global Diagnostics","9327012352","","Diagnostic Center","Race Course","gemini-ai"
"Healthway Diagnostics","9327012355","","Diagnostic Center","Race Course","gemini-ai"
"Dr. Lal PathLabs - Subhanpura","","crm@lalpathlabs.com","Diagnostic Center","Subhanpura","gemini-ai"
"Sai Car Care","9825022334","","Auto Repair","Makarpura","gemini-ai"
"Express Car Service","9825011002","","Auto Repair","Makarpura","gemini-ai"
"Maruti Car Clinic","9825088009","","Auto Repair","Makarpura","gemini-ai"
"The Iron Man Gym","","theironmangym@gmail.com","Gym & Fitness","Harni","gemini-ai"
"Perfect Auto Garage","9825016161","","Auto Repair","Gorwa","gemini-ai"
"Om Car Repair","9825017171","","Auto Repair","Gorwa","gemini-ai"
"Ambika Jewellers","9825155667","","Jewellers & Jewellery","Gorwa","gemini-ai"
"Dr. Hetal Patel - Dietitian & Nutritionist","","hetalpatel.dietitian@gmail.com","Yoga & Wellness","Ellora Park","gemini-ai"
"Jalaram Dental Clinic","9224012345","","Dental Clinic","Ajwa Road","gemini-ai"
"Maa Ambe Dental Clinic","9125012345","","Dental Clinic","Ajwa Road","gemini-ai"
"Healthy Smile Dental Clinic","9325112345","","Dental Clinic","Ajwa Road","gemini-ai"
"Chhani Cricket Academy","9825017888","","Sports & Recreation","Chhani","gemini-ai"
"The Mindful Studio","","themindfulstudio.vadodara@gmail.com","Yoga & Wellness","Genda Circle","gemini-ai"
"The Holistic Studio","","theholisticstudio.vadodara@gmail.com","Yoga & Wellness","Genda Circle","gemini-ai"
"Perfect Smile Dental Clinic","9909038000","","Dental Clinic","Panigate","gemini-ai"
"Om Opticals","9125011223","","Optical Store","Panigate","gemini-ai"
"Jain Opticals","9225077889","","Optical Store","Panigate","gemini-ai"
"Maggi House Cafe","8733048471","","Restaurant & Cafe","Karelibaug","zomato-research"
"Neerus Cafe","7600044175","","Restaurant & Cafe","Bhayli","zomato-research"
"Enhance Clinics","","alkapuri@enhanceclinics.com","Beauty Clinic","Alkapuri","gemini-ai"
"SRL Diagnostics - Subhanpura","","customercare@srl.in","Diagnostic Center","Subhanpura","gemini-ai"
"Metropolis Healthcare Ltd - Subhanpura","","customercare@metropolisindia.com","Diagnostic Center","Subhanpura","gemini-ai"
"SRL Diagnostics","","customercare@srl.in","Diagnostic Center","Makarpura","gemini-ai"
"Powerhouse Gym & Fitness Center","","powerhousegym.chhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Fit & Fine Gym","","fitandfinegym@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Glamour World Beauty Clinic","","glamourworldclinic@gmail.com","Beauty Clinic","Alkapuri","gemini-ai"
"Radiant Beauty Parlour","9662067890","","Salon & Spa","Karelibaug","gemini-ai"
"New Look Beauty Parlour","9099044459","","Salon & Spa","Manjalpur","gemini-ai"
"Optimal Physiotherapy & Pain Relief Clinic","9909922334","","Physiotherapy","Akota","gemini-ai"
"Elite Physiotherapy Clinic","9979033445","","Physiotherapy","Akota","gemini-ai"
"PhysioFit Clinic","9979066778","","Physiotherapy","Akota","gemini-ai"
"Revive Physiotherapy & Wellness","9909977889","","Physiotherapy","Akota","gemini-ai"
"Akota Advanced Physiotherapy","9979088990","","Physiotherapy","Akota","gemini-ai"
"Vadodara Diagnostic Centre","9327012349","","Diagnostic Center","Race Course","gemini-ai"
"Medilife Diagnostics","9327012354","","Diagnostic Center","Race Course","gemini-ai"
"Himalaya Opticals","9825104959","","Optical Store","Tarsali","gemini-ai"
"Prime Auto Service","9825022003","","Auto Repair","Makarpura","gemini-ai"
"Vraj Car Care","9825033004","","Auto Repair","Makarpura","gemini-ai"
"Guru Kripa Auto Service","9825077008","","Auto Repair","Makarpura","gemini-ai"
"Shree Ram Auto Care","9825099010","","Auto Repair","Makarpura","gemini-ai"
"Bharat Auto Repair","9825020012","","Auto Repair","Makarpura","gemini-ai"
"Jalaram Car Service","9825030013","","Auto Repair","Makarpura","gemini-ai"
"Thyrocare Collection Center","","info@thyrocare.com","Diagnostic Center","Makarpura","gemini-ai"
"Muscle Mania Gym","","musclemaniagym@gmail.com","Gym & Fitness","Harni","gemini-ai"
"Star Car Mechanic","9825023232","","Auto Repair","Gorwa","gemini-ai"
"Roopam Beauty Parlour","9625012345","","Beauty Clinic","Gorwa","gemini-ai"
"Iron Man Gym","","ironmangym.chhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Fitness Mantra","","fitnessmantra.chhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Annapurna Tiffin & Catering","9909212345","","Cloud Kitchen","Chhani","gemini-ai"
"Vimal Opticals","9825400762","","Optical Store","Nandesari","gemini-ai"
"Shreeji Opticals","9825107704","","Optical Store","Khodiyar Nagar","gemini-ai"
"Eye Care Opticals","9625067890","","Optical Store","Panigate","gemini-ai"
"The Sports Den Panigate","","sportsden.panigate@email.com","Sports & Recreation","Panigate","gemini-ai"
"Thakur's Cafe","8866202633","","Restaurant & Cafe","Gotri","zomato"
"Muscle & Fitness Gym","","musclefitness.chhani@gmail.com","Gym & Fitness","Chhani","gemini-ai"
"Aastha Physiotherapy Clinic (Dr. Chirag Patel)","","aasthaphysio@gmail.com","Physiotherapy","Alkapuri","gemini-ai"
"Divine Beauty Salon","9723098765","","Salon & Spa","Karelibaug","gemini-ai"
"Vardhman Diagnostic Center","9825912345","","Diagnostic Center","Vasna","gemini-ai"
"Active Life Physiotherapy Clinic","9909912121","","Physiotherapy","Akota","gemini-ai"
"Holistic Physiotherapy & Rehabilitation","9909944556","","Physiotherapy","Akota","gemini-ai"
"Shree Siddhi Vinayak Jewellers","9909930303","","Jewellers & Jewellery","Sun Pharma Road","gemini-ai"
"Shree Yoga Center","","shreeyogacenter@email.com","Yoga & Wellness","Khodiyar Nagar","gemini-ai"
"Prana Yoga & Therapy","","pranayoga.therapy@email.com","Yoga & Wellness","Khodiyar Nagar","gemini-ai"
"Sai Physiotherapy Clinic (Dr. Jigar Patel)","","saiphysio.vadodara@gmail.com","Medical Clinic","Panigate","gemini-ai"
"Finca Restro Cafe","9081111402","","Restaurant & Cafe","Bhayli","zomato-research"
"The Grilled Cafe","9537274888","","Restaurant & Cafe","Gotri","zomato"
"Pathcare Labs - Subhanpura","","info@pathcarelabs.com","Diagnostic Center","Subhanpura","gemini-ai"
"Max Health Diagnostics","","maxhealthdiagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Holistic Health Center","","holistichealth.vdr@email.com","Yoga & Wellness","Khodiyar Nagar","gemini-ai"
"Om Physiotherapy Clinic (Dr. Bhavesh Patel)","","omphysiotherapy@gmail.com","Physiotherapy","Alkapuri","gemini-ai"
"The Glam Room","8141098765","","Salon & Spa","Karelibaug","gemini-ai"
"The Hair Affair","9979054321","","Salon & Spa","Karelibaug","gemini-ai"
"Dr. Prachi Shah's Skin & Hair Clinic","","drprachishah@gmail.com","Skin Clinic","Karelibaug","gemini-ai"
"Krishna Diagnostic Center","9825412345","","Diagnostic Center","Vasna","gemini-ai"
"Sai Diagnostic Center","9825512345","","Diagnostic Center","Vasna","gemini-ai"
"Satyam Diagnostic Center","9826012345","","Diagnostic Center","Vasna","gemini-ai"
"Krishna Diagnostic Center","","krishnadiagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"The Fitness Hub","9825013579","","Gym & Fitness","Mandvi","gemini-ai"
"Perfect Body Gym","9825123232","","Gym & Fitness","Mandvi","gemini-ai"
"Dr. Hitesh Patel's Children Clinic","9825603090","","Medical Clinic","Sun Pharma Road","gemini-ai"
"Dr. Rakesh Patel's Children Clinic","9825603090","","Medical Clinic","Sun Pharma Road","gemini-ai"
"Vision Eye Clinic","9909944414","","Medical Clinic","Sun Pharma Road","gemini-ai"
"Sai Jewellers","9909988776","","Jewellers & Jewellery","Sun Pharma Road","gemini-ai"
"Maa Ambe Jewellers","9825044332","","Jewellers & Jewellery","Sun Pharma Road","gemini-ai"
"Dr. Sonal Patel's Eye Clinic","9925189000","","Medical Clinic","Sevasi","gemini-ai"
"Shree Ram Jewellers","9825111370","","Jewellers & Jewellery","Chhani","gemini-ai"
"Shreeji Physiotherapy Clinic","9727777007","","Medical Clinic","Khodiyar Nagar","gemini-ai"
"Dr. Rushi Patel's Physiotherapy Clinic","9979998899","","Medical Clinic","Khodiyar Nagar","gemini-ai"
"Shreeji Physiotherapy Clinic","","shreejiphysio.vadodara@gmail.com","Medical Clinic","Panigate","gemini-ai"
"Kalimirch Restaurant","9227775000","","Restaurant & Cafe","Sama","zomato-research"
"Mad Over Grills Restaurant & Banquet","8460478758","","Restaurant & Cafe","Sevasi","justdial"
"Beyond 7 by Cafe Appetito","9081691912","","Restaurant & Cafe","Subhanpura","zomato"
"Apollo Diagnostics - Subhanpura","","apollodiagnostics@apollohospitals.com","Diagnostic Center","Subhanpura","gemini-ai"
"Star Imaging & Path Lab - Subhanpura","","info@starimaging.in","Diagnostic Center","Subhanpura","gemini-ai"
"Vadodara Diagnostic Center","","vadodaradiagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Medilife Diagnostics","","medilifediagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Apex Diagnostics","","apexdiagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Life Line Diagnostics","","lifelinediagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Dr. Kinjal Patel's Physiotherapy Clinic","","kinjalpatelphysio@gmail.com","Physiotherapy","Ellora Park","gemini-ai"
"Dr. Jigar Patel's Physiotherapy Clinic","","drjigarphysio@gmail.com","Medical Clinic","Sevasi","gemini-ai"
"Aarogyam Wellness & Physiotherapy Clinic","","aarogyamclinic.vadodara@gmail.com","Yoga & Wellness","Sevasi","gemini-ai"
"Dr. Patel's Dental Clinic","","info@drpatelsdentalclinic.com","Dental Clinic","Karelibaug","gemini-ai"
"Dr. Jignesh Patel's Pet Clinic & Pet Shop","9825050550","","Veterinary Clinic","Fatehgunj","gemini-ai"
"Perfect Cuts Unisex Salon","7043054321","","Salon & Spa","Karelibaug","gemini-ai"
"Shine & Style Salon","6351012345","","Salon & Spa","Karelibaug","gemini-ai"
"Apex Diagnostic Center","9825212345","","Diagnostic Center","Vasna","gemini-ai"
"Om Diagnostic Center","9979212345","","Diagnostic Center","Vasna","gemini-ai"
"Navkar Diagnostic Center","9909312345","","Diagnostic Center","Vasna","gemini-ai"
"Anmol Diagnostic Center","9909512345","","Diagnostic Center","Vasna","gemini-ai"
"Mangalam Diagnostic Center","9979512345","","Diagnostic Center","Vasna","gemini-ai"
"Shreeji Car Care","9825042424","","Auto Repair","Nizampura","gemini-ai"
"Care Diagnostics","","carediagnostics@gmail.com","Diagnostic Center","Akota","gemini-ai"
"Prime Diagnostics","","primediagnostics@gmail.com","Diagnostic Center","Akota","gemini-ai"
"Shree Ram Diagnostic Center","","shreeramdiagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Popular Opticals","9825022334","","Optical Store","Subhanpura","gemini-ai"
"New Vision Opticals","9909009960","","Optical Store","Makarpura","gemini-ai"
"Body Sculpt Gym","9825024680","","Gym & Fitness","Mandvi","gemini-ai"
"Zenith Fitness","9825101010","","Gym & Fitness","Mandvi","gemini-ai"
"Shiv Shakti Gym","9825112121","","Gym & Fitness","Mandvi","gemini-ai"
"Wellness Hub Gym","9825134343","","Gym & Fitness","Mandvi","gemini-ai"
"Shree Krishna Jewellers","9426055667","","Jewellers & Jewellery","Sun Pharma Road","gemini-ai"
"Shree Hari Jewellers","9426050505","","Jewellers & Jewellery","Sun Pharma Road","gemini-ai"
"Vraj Jewellers","9426090909","","Jewellers & Jewellery","Sun Pharma Road","gemini-ai"
"Spicy Villa Cafe & Restaurant","8200461087","","Restaurant & Cafe","Gorwa","zomato"
"Berry Que Cafe","8849028635","","Restaurant & Cafe","Gotri","zomato"
"Tandoori Nights","8160669094","","Restaurant & Cafe","Diwalipura","zomato"
"Thyrocare Collection Center - Akota","","info@thyrocare.com","Diagnostic Center","Akota","gemini-ai"
"Apollo Diagnostics - Akota","","info@apollodiagnostics.in","Diagnostic Center","Akota","gemini-ai"
"Thyrocare Collection Center - Subhanpura","","info@thyrocare.com","Diagnostic Center","Subhanpura","gemini-ai"
"Nidan Diagnostics - Subhanpura","","info@nidandiagnostics.com","Diagnostic Center","Subhanpura","gemini-ai"
"Radhe Diagnostic Center","","radhediagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Aarogyam Diagnostic Center","","aarogyamdiagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Om Diagnostic Center","","omdiagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Healthline Diagnostics","","healthlinediagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"True Health Diagnostics","","truehealthdiagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Prime Scan Diagnostics","","primescandiagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Dr. Ruchi's Skin & Hair Clinic","","drruchiskinhairclinic@gmail.com","Skin Clinic","Karelibaug","gemini-ai"
"Care Diagnostic Center","9824112345","","Diagnostic Center","Vasna","gemini-ai"
"Jeevan Diagnostic Center","9825612345","","Diagnostic Center","Vasna","gemini-ai"
"Ambica Opticals","9825212345","","Optical Store","Manjalpur","gemini-ai"
"Ford Car Service (Independent)","9825112000","","Auto Repair","Sama","gemini-ai"
"Welcare Diagnostics","","welcarediagnostics@gmail.com","Diagnostic Center","Akota","gemini-ai"
"Balaji Car Service","9825055006","","Auto Repair","Makarpura","gemini-ai"
"Bodyline Gym","","bodylinegymharni@gmail.com","Gym & Fitness","Harni","gemini-ai"
"Gopal Jewellers","9909922334","","Jewellers & Jewellery","Sun Pharma Road","gemini-ai"
"Shree Ganesh Jewellers","9426099887","","Jewellers & Jewellery","Sun Pharma Road","gemini-ai"
"Nandesari Diagnostic Center","9909904245","","Diagnostic Center","Nandesari","gemini-ai"
"Shreeji Opticals","9925202621","","Optical Store","Nandesari","gemini-ai"
"The Signature Brew","9023365921","","Restaurant & Cafe","Alkapuri","zomato-research"
"Star Car Workshop","9825055667","","Auto Repair","Makarpura","gemini-ai"
"City Car Repair","9825099001","","Auto Repair","Makarpura","gemini-ai"
"Krishna Auto Garage","9825044005","","Auto Repair","Makarpura","gemini-ai"
"Shivam Car Repair","9825066007","","Auto Repair","Makarpura","gemini-ai"
"Universal Car Service","9825010011","","Auto Repair","Makarpura","gemini-ai"
"Ganesh Auto Workshop","9825040014","","Auto Repair","Makarpura","gemini-ai"
"Alembic Food Court","9727577957","","Restaurant & Cafe","Subhanpura","zomato"
"Yoga Sadhana Kendra","","yogasadhana.kendra@gmail.com","Yoga & Wellness","Race Course","gemini-ai"
"Global Diagnostics","","globaldiagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Aarogyam Yoga & Wellness Center","","aarogyamyoga@email.com","Yoga & Wellness","Khodiyar Nagar","gemini-ai"
"Harmony Diagnostic Center","9825712345","","Diagnostic Center","Vasna","gemini-ai"
"Shubh Lab Diagnostic Center","9826112345","","Diagnostic Center","Vasna","gemini-ai"
"Shreeji Diagnostic Center","","shreejidiagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Precision Diagnostics","","precisiondiagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"My Frankie","8238980978","","Restaurant & Cafe","Karelibaug","zomato-research"
"Famous Sev Usal","8485977397","","Restaurant & Cafe","Diwalipura","zomato"
"Prime Diagnostics","","primediagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Jeevan Jyot Diagnostic Center","","jeevanjyotdiagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Wellcare Diagnostics","","wellcarediagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"The Yoga House","","info@theyogahouse.in","Yoga & Wellness","Alkapuri","gemini-ai"
"SRL Diagnostics - Sayajigunj Collection Centre","9909903030","","Yoga & Wellness","Sayajigunj","gemini-ai"
"MediCare Diagnostic Center","9979112345","","Diagnostic Center","Vasna","gemini-ai"
"Health Plus Diagnostic Center","9909212345","","Diagnostic Center","Vasna","gemini-ai"
"Sunrise Diagnostic Center","9979312345","","Diagnostic Center","Vasna","gemini-ai"
"Healthway Diagnostic Center","9825812345","","Diagnostic Center","Vasna","gemini-ai"
"PrimeCare Diagnostic Center","9979412345","","Diagnostic Center","Vasna","gemini-ai"
"Sai Diagnostic Center","","saidiagnostics@gmail.com","Diagnostic Center","Subhanpura","gemini-ai"
"Ajay's Takeaway Food","9634529369","","Restaurant & Cafe","Nizampura","zomato-verified"
"City Diagnostic Center","9825312345","","Diagnostic Center","Vasna","gemini-ai"
"MediLab Diagnostic Center","9909412345","","Diagnostic Center","Vasna","gemini-ai"
"Shreeji Diagnostic Center","","shreejidiagnostic@gmail.com","Diagnostic Center","Akota","gemini-ai"
"Om Diagnostics","","omdiagnostics@gmail.com","Diagnostic Center","Akota","gemini-ai"
"Jivan Jyot Diagnostic Center","","jivanjyotlab@gmail.com","Diagnostic Center","Akota","gemini-ai"
"Aarogyam Yoga & Wellness Centre","","aarogyamwellness@gmail.com","Yoga & Wellness","Harni","gemini-ai"
"TGB Cafe N Bakery","9712444998","","Restaurant & Cafe","Harni","zomato"
"My Choice Restaurant","9924821486","","Restaurant & Cafe","Diwalipura","zomato"
"Carz Care - Multi Brand Car Service","","carzcare.vadodara@gmail.com","Auto Repair","Sayajigunj","gemini-ai"
"Kaya Skin Clinic","","customercare@kaya.in","Beauty Clinic","Sayajigunj","gemini-ai"
"The Cake Studio","","info@thecakestudio.in","Restaurant & Cafe","Alkapuri","gemini-ai"
"Landmark Honda Service Center","","customercare@landmarkhonda.com","Auto Repair","Pandya Bridge","gemini-ai"
"Yogshala Vadodara","","yogshalavadodara@gmail.com","Yoga & Wellness","Lal Baug","gemini-ai"
"Dr. Rakesh Patel Skin & Hair Clinic","9825046200","","Skin Clinic","Gorwa","gemini-ai"
"Dr. Pratik Patel's Dental Clinic","9825025025","","Dental Clinic","Vasna Bhayli Road","gemini-ai"
"The Yoga Institute Vadodara (Alkapuri)","9825044050","","Yoga & Wellness","Alkapuri","gemini-ai"
"The Waffle Co.","9909054321","","Cloud Kitchen","Manjalpur","gemini-ai"
"The Detailing Mafia - Vadodara (Ajwa Road)","7827272727","","Auto Repair","Ajwa Road","gemini-ai"
"Om Yoga Studio","","omyogastudio.vadodara@gmail.com","Yoga & Wellness","Sayajigunj","gemini-ai"
"Vadodara Racquet Academy","","vadodararacquetacademy@gmail.com","Sports & Recreation","Race Course","gemini-ai"
"Azure - The Fern Residency","","info.fr.vadodara@fernhotels.com","Restaurant & Cafe","Alkapuri","gemini-ai"
"Anytime Fitness","","alkapuri@anytimefitness.in","Sports & Recreation","Alkapuri","gemini-ai"
